con,hip,id,hd,hr,gl,bf,proper,ra,dec,dist,mag,spect,bayer,flam,lum
UMa,67301.0,67088,120315.0,5191.0,,85Eta UMa,Alkaid,13.792354,49.313265,31.8674,1.85,B3V SB,Eta,85.0,160.99040762157054
UMa,65378.0,65173,116656.0,5054.0,GJ 3783A,79Zet UMa,Mizar,13.398747,54.925362,26.3089,2.23,A2V,Zet,79.0,77.33925780489973
UMa,62956.0,62757,112185.0,4905.0,,77Eps UMa,Alioth,12.900472,55.959821,25.31,1.76,A0p,Eps,77.0,110.2554332102224
UMa,59774.0,59592,106591.0,4660.0,Gl 459,69Del UMa,Megrez,12.257086,57.032617,24.6853,3.32,A3Vvar,Del,69.0,24.9344618809783
UMa,54061.0,53905,95689.0,4301.0,,50Alp UMa,Dubhe,11.062155,61.751033,37.679,1.81,F7V comp,Alp,50.0,233.3458062281002
UMa,53910.0,53754,95418.0,4295.0,GJ 9343,48Bet UMa,Merak,11.030677,56.382427,24.4499,2.34,A1V,Bet,48.0,60.31148196178175
UMa,58001.0,57828,103287.0,4554.0,,64Gam UMa,Phecda,11.897168,53.69476,25.5037,2.41,A0V SB,Gam,64.0,61.54602373713163
Hya,64962.0,64758,115659.0,5020.0,,46Gam Hya,,13.315359,-23.171512,41.0341,2.99,G8III,Gam,46.0,93.41142557364785
Hya,64166.0,63963,114149.0,4958.0,,45Psi Hya,,13.150909,-23.11807,70.9723,4.94,K0III,Psi,45.0,46.34469197362877
Hya,57936.0,57763,103192.0,4552.0,,Bet Hya,,11.881813,-33.908124,94.9668,4.29,Ap Si,Bet,,151.0775731924994
Hya,56343.0,56174,100407.0,4450.0,,Xi  Hya,,11.550038,-31.857625,39.7456,3.54,G8III,Xi,,52.77156817648117
Hya,52943.0,52789,93813.0,4232.0,,Nu  Hya,,10.827079,-16.193648,44.0723,3.11,K0/K1III,Nu,,96.47171518961676
Hya,51069.0,50924,90432.0,4094.0,,42Mu  Hya,,10.434842,-16.83629,71.7875,3.83,K4III,Mu,42.0,131.82567385564073
Hya,49841.0,49700,88284.0,3994.0,,41Lam Hya,,10.176467,-12.354083,34.5066,3.61,K0III,Lam,41.0,37.32501577957206
Hya,48356.0,48219,85444.0,3903.0,,39Ups1Hya,Zhang,9.85797,-14.846603,80.9061,4.11,G6/G8III,Ups-1,39.0,129.4195841449985
Hya,46390.0,46259,81797.0,3748.0,,30Alp Hya,Alphard,9.45979,-8.658603,55.2792,1.99,K3III,Alp,30.0,425.7944535825967
Hya,46509.0,46376,81997.0,3759.0,Gl 348A,31Tau1Hya,,9.485805,-2.768964,17.334,4.59,F6V,Tau-1,31.0,3.815926491189337
Hya,46776.0,46643,82446.0,3787.0,,32Tau2Hya,,9.533036,-1.184664,158.7302,4.54,A3V,Tau-2,32.0,335.11973196770776
Hya,45336.0,45204,79469.0,3665.0,,22The Hya,,9.239405,2.31428,34.7947,3.89,B9.5V,The,22.0,29.32243282303116
Hya,43813.0,43689,76294.0,3547.0,,16Zet Hya,,8.92323,5.945563,51.2558,3.11,G8III-IV,Zet,16.0,130.49684141302234
Hya,43234.0,43113,75137.0,3492.0,,13Rho Hya,,8.807214,5.837812,108.5776,4.35,A0Vn,Rho,13.0,186.89599716514903
Hya,43109.0,42990,74874.0,3482.0,,11Eps Hya,Ashlesha,8.779587,6.418809,39.6354,3.38,G0III-IV,Eps,11.0,60.81350012787179
Hya,42313.0,42195,73262.0,3410.0,,4Del Hya,,8.627602,5.703782,49.1642,4.14,A1Vnn,Del,4.0,46.47292416762036
Hya,42402.0,42283,73471.0,3418.0,,5Sig Hya,Minchir,8.645955,3.341435,114.2857,4.45,K2III,Sig,5.0,188.7991349096293
Hya,42799.0,42680,74280.0,3454.0,,7Eta Hya,,8.72041,3.398662,179.8561,4.3,B3V...,Eta,7.0,537.0317963702527
Pyx,42515.0,42396,74006.0,3438.0,,Bet Pyx,,8.668373,-35.308352,127.551,3.97,G5II/III,Bet,,365.76319300945227
Pyx,42828.0,42709,74575.0,3468.0,,Alp Pyx,,8.726539,-33.186385,269.5418,3.68,B1.5III,Alp,,2134.027442848977
Pyx,43409.0,43286,75691.0,3518.0,,Gam Pyx,,8.842204,-27.709844,63.5728,4.02,K3III,Gam,,86.77607449911467
Leo,47908.0,47772,84441.0,3873.0,,17Eps Leo,Ras Elased Australis,9.764188,23.774255,75.643,2.97,G0II,Eps,17.0,323.2957533680941
Leo,48455.0,48318,85503.0,3905.0,,24Mu  Leo,Rasalas,9.879398,26.006951,38.0518,3.88,K0III,Mu,24.0,35.383435681472214
Leo,50335.0,50193,89025.0,4031.0,,36Zet Leo,Adhafera,10.278171,23.417311,84.0336,3.43,F0III,Zet,36.0,261.09586865859336
Leo,50583.0,50440,89484.0,4057.0,,41Gam1Leo,Algieba,10.332873,19.841489,39.8883,2.01,K0III,Gam-1,41.0,217.5704950925793
Leo,49583.0,49441,87737.0,3975.0,,30Eta Leo,,10.122209,16.762664,389.1051,3.48,A0Ib,Eta,30.0,5345.643593969719
Leo,49669.0,49528,87901.0,3982.0,,32Alp Leo,Regulus,10.139532,11.967207,24.3132,1.36,B7V,Alp,32.0,147.09570767969765
Leo,54879.0,54718,97633.0,4359.0,,70The Leo,Chertan,11.237335,15.42957,50.6073,3.33,A2V,The,70.0,103.8484455008274
Leo,57632.0,57459,102647.0,4534.0,Gl 448,94Bet Leo,Denebola,11.817663,14.57206,10.9999,2.14,A3Vvar,Bet,94.0,14.682499678319866
Leo,54872.0,54712,97603.0,4357.0,Gl 419,68Del Leo,Zosma,11.235138,20.523717,17.9147,2.56,A4V,Del,68.0,26.448436268543603
LMi,46952.0,46819,82635.0,3800.0,,10    LMi,,9.570384,36.397558,56.7215,4.54,G8III,,10.0,42.81539943374175
LMi,49593.0,49451,87696.0,3974.0,Gl 378.3,21    LMi,,10.123821,35.244693,28.2406,4.49,A7V,,21.0,11.107082559188644
LMi,51233.0,51089,90537.0,4100.0,,31Bet LMi,,10.464727,36.707212,47.1921,4.2,G8III-IV,Bet,31.0,40.5135220229264
LMi,53229.0,53075,94264.0,4247.0,,46    LMi,Praecipua,10.888526,34.214871,29.0867,3.79,K0III-IV,,46.0,22.4491550756959
Dra,56211.0,56044,100029.0,4434.0,,1Lam Dra,Giausar,11.523407,69.331076,102.145,3.82,M0IIIvar,Lam,1.0,269.4014941063669
Dra,61281.0,61088,109387.0,4787.0,,5Kap Dra,,12.558058,69.788238,150.3759,3.85,B6IIIp,Kap,5.0,568.0675741067723
Dra,68756.0,68537,123299.0,5291.0,,11Alp Dra,Thuban,14.073165,64.37585,92.9368,3.67,A0III SB,Alp,11.0,256.09435171567696
Dra,75458.0,75229,137759.0,5744.0,,12Iot Dra,Edasich,15.415494,58.966065,31.027,3.29,K2III,Iot,12.0,40.5135220229264
Dra,78527.0,78290,144284.0,5986.0,Gl 609.1,13The Dra,,16.031532,58.565251,21.0349,4.01,F8IV-V,The,13.0,9.594006315159328
Dra,80331.0,80089,148387.0,6132.0,Gl 624.1A,14Eta Dra,Athebyne,16.39986,61.514213,28.2326,2.73,G8III,Eta,14.0,56.18236281342279
Dra,83895.0,83638,155763.0,6396.0,,22Zet Dra,Aldhibah,17.146448,65.714683,100.7049,3.17,B6III,Zet,22.0,476.4309868054156
Dra,89937.0,89660,170153.0,6927.0,Gl 713A,44Chi Dra,,18.350736,72.732843,8.0574,3.55,F7Vvar,Chi,44.0,2.1498096103893576
Dra,94648.0,94352,181984.0,7352.0,,60Tau Dra,,19.259229,73.355468,44.8833,4.45,K3III,Tau,60.0,29.10717118066605
Dra,97433.0,97124,188119.0,7582.0,,63Eps Dra,,19.80285,70.26793,45.3721,3.84,G8III,Eps,63.0,52.19152658354482
Dra,94376.0,94081,180711.0,7310.0,,57Del Dra,Altais,19.209225,67.661541,29.8686,3.07,G9III,Del,57.0,45.96211446660011
Dra,87585.0,87314,163588.0,6688.0,,32Xi  Dra,Grumium,17.892134,56.872643,34.5066,3.73,K2III,Xi,32.0,33.419504002611426
Dra,85819.0,85557,159541.0,6554.0,,24Nu 1Dra,,17.536251,55.184243,30.248,4.89,Am...,Nu-1,24.0,8.814547044472212
Dra,85670.0,85410,159181.0,6536.0,,23Bet Dra,Rastaban,17.507213,52.301387,116.5501,2.79,G2II,Bet,23.0,906.149802231998
Dra,87833.0,87561,164058.0,6705.0,,33Gam Dra,Eltanin,17.943437,51.488895,47.3037,2.24,K5III,Gam,33.0,247.5141318074314
Ant,51172.0,51027,90610.0,4104.0,,Alp Ant,,10.45253,-31.067779,112.2334,4.28,K4III,Alp,,213.01000374112505
Ant,48926.0,48786,86629.0,3947.0,,Eta Ant,,9.981191,-35.890973,33.3111,5.23,A8IV,Eta,,7.819878403894963
Sex,51437.0,51290,90994.0,4119.0,,30Bet Sex,,10.504855,-0.637026,124.0695,5.08,B6V,Bet,30.0,124.50878639160533
Sex,49641.0,49500,87887.0,3981.0,,15Alp Sex,,10.1323,-0.371637,86.881,4.48,A0III,Alp,15.0,106.16955571987242
Crt,53740.0,53584,95272.0,4287.0,,7Alp Crt,Alkes,10.996244,-18.298783,48.8043,4.08,K1III,Alp,7.0,48.39494493016627
Crt,54682.0,54522,97277.0,4343.0,Gl 416.1,11Bet Crt,,11.194302,-22.825847,104.2753,4.46,A1V,Bet,11.0,155.73993890808558
Crt,55705.0,55539,99211.0,4405.0,,15Gam Crt,,11.414702,-17.68401,25.2398,4.06,A9V,Gam,15.0,13.182567385564068
Crt,57283.0,57111,102070.0,4514.0,,27Zet Crt,,11.746049,-18.350674,108.2251,4.71,G8III,Zet,27.0,133.2907464231338
Crt,58188.0,58014,103632.0,4567.0,,30Eta Crt,,11.933599,-17.150829,77.101,5.17,A0V,Eta,30.0,44.25883723626264
Crt,56633.0,56464,100889.0,4468.0,,21The Crt,,11.611365,-9.802247,85.9845,4.7,B9.5Vn,The,21.0,84.87895030072441
Crt,55687.0,55521,99167.0,4402.0,,14Eps Crt,,11.410164,-10.859323,115.3403,4.81,K5III,Eps,14.0,138.03842646028852
Crt,55282.0,55118,98430.0,4382.0,,12Del Crt,,11.322347,-14.778541,56.9476,3.56,K0III,Del,12.0,106.36530750764376
Cen,56561.0,56392,100841.0,4467.0,,Lam Cen,,11.596363,-63.019841,128.7001,3.11,B9II:,Lam,,822.6213938831102
Cen,56480.0,56311,100673.0,4460.0,,,,11.579355,-54.264091,130.719,4.62,B9V,,,211.25159662408515
Cen,59196.0,59016,105435.0,4621.0,,Del Cen,,12.13931,-50.722425,127.2265,2.58,B2IVne,Del,,1309.784962399686
Cen,60823.0,60635,108483.0,4743.0,,Sig Cen,,12.467331,-50.230635,126.2626,3.91,B3V,Sig,,378.7913037851569
Cen,61932.0,61739,110304.0,4819.0,,Gam Cen,,12.691971,-48.959888,39.9042,2.2,A1IV,Gam,,182.81002161427423
Cen,68002.0,67786,121263.0,5231.0,,Zet Cen,,13.925667,-47.288375,117.096,2.55,B2.5IV,Zet,,1140.7750129221204
Cen,68282.0,68064,121790.0,5249.0,,Ups1Cen,,13.977987,-44.803584,131.0616,3.87,B2IV-V,Ups-1,,423.4479161692077
Cen,67472.0,67259,120324.0,5193.0,,Mu  Cen,,13.826943,-42.473732,155.0388,3.47,B2IV-Ve,Mu,,856.6432555816563
Cen,67464.0,67251,120307.0,5190.0,,Nu  Cen,,13.825078,-41.687709,133.8688,3.41,B2IV,Nu,,674.8387308707573
Cen,68933.0,68714,123139.0,5288.0,Gl 539,5The Cen,Menkent,14.111395,-36.369954,18.0343,2.06,K0IIIb,The,5.0,42.46195639463128
Cen,71683.0,71456,128620.0,5459.0,Gl 559A,Alp1Cen,Rigil Kentaurus,14.660765,-60.833976,1.3248,-0.01,G2V,Alp-1,,1.543121065657792
Cen,68702.0,68483,122451.0,5267.0,,Bet Cen,Hadar,14.063729,-60.373039,120.1923,0.61,B1III,Bet,,7171.33482657721
Cen,66657.0,66447,118716.0,5132.0,,Eps Cen,,13.664796,-53.466394,131.0616,2.29,B1III,Eps,,1814.67977939693
Cen,73334.0,73107,132200.0,5576.0,,Kap Cen,,14.986025,-42.104194,117.5088,3.13,B2IV,Kap,,672.9766562843175
Cen,71352.0,71125,127972.0,5440.0,,Eta Cen,,14.591786,-42.157824,93.7207,2.33,B1Vn + A,Eta,,894.5404837788689
Cen,65109.0,64904,115892.0,5028.0,Gl 508.1,Iot Cen,,13.343296,-36.712295,18.0213,2.75,A2V,Iot,,22.46984103640156
Cen,65936.0,65729,117440.0,5089.0,,,,13.517405,-39.407307,277.7778,3.9,G8II/III,,,1850.1204347718583
Mus,57363.0,57190,102249.0,4520.0,,Lam Mus,,11.760141,-66.728763,38.9864,3.63,A7III,Lam,,46.77351412871981
Mus,62322.0,62127,110879.0,4844.0,,Bet Mus,,12.771346,-68.108119,104.712,3.04,B2V,Bet,,580.7644175213123
Mus,61585.0,61392,109668.0,4798.0,,Alp Mus,,12.619739,-69.135564,96.7118,2.69,B2IV-V,Alp,,683.5967668381046
Mus,61199.0,61008,109026.0,4773.0,,Gam Mus,,12.541134,-72.132988,99.6016,3.84,B5V,Gam,,251.420103015902
Vir,57380.0,57208,102212.0,4517.0,,3Nu  Vir,,11.764322,6.529376,90.0901,4.04,M0III,Nu,3.0,171.0802987599327
Vir,60129.0,59945,107259.0,4689.0,,15Eta Vir,Zaniah,12.331766,-0.666803,81.367,3.89,A2IV,Eta,15.0,160.25072388814195
Vir,61941.0,61748,110379.0,4825.0,Gl 482A,29Gam Vir,Porrima,12.694345,-1.449375,11.685,2.74,F0V+...,Gam,29.0,9.532350439205146
Vir,63090.0,62890,112300.0,4910.0,,43Del Vir,Minelauva,12.926725,3.39747,60.8273,3.39,M3III,Del,43.0,141.90575216890926
Vir,63608.0,63405,113226.0,4932.0,,47Eps Vir,Vindemiatrix,13.036278,10.95915,33.6022,2.85,G8IIIvar,Eps,47.0,71.25248247522671
Vir,65474.0,65269,116658.0,5056.0,,67Alp Vir,Spica,13.419883,-11.161322,76.5697,0.98,B1V,Alp,67.0,2070.1413487910413
Vir,66249.0,66040,118098.0,5107.0,GJ 3792,79Zet Vir,Heze,13.57822,-0.59582,22.7118,3.38,A3V,Zet,79.0,19.971008660281843
Vir,72220.0,71994,130109.0,5511.0,,109    Vir,,14.770812,1.892885,41.2371,3.73,A0V,,109.0,47.68699981017778
Vir,68520.0,68302,122408.0,5264.0,,93Tau Vir,,14.027443,1.544532,68.9655,4.23,A3V,Tau,93.0,84.17827076608127
Vir,71957.0,71731,129502.0,5487.0,GJ 9491,107Mu  Vir,,14.717673,-5.658207,18.2715,3.87,F2III,Mu,107.0,8.233794052101345
Vir,69701.0,69479,124850.0,5338.0,GJ 9473,99Iot Vir,Syrma,14.266908,-6.000547,22.237,4.07,F7V,Iot,99.0,10.139113857366794
Vir,69427.0,69205,124294.0,5315.0,,98Kap Vir,Kang,14.214929,-10.273702,78.125,4.18,K3III,Kap,98.0,113.13578641195627
Cru,61084.0,60893,108903.0,4763.0,,Gam Cru,Gacrux,12.519429,-57.113212,27.1518,1.59,M4III,Gam,,148.45676750522713
Cru,60718.0,60530,108248.0,4730.0,,Alp1Cru,Acrux,12.443311,-63.099092,98.7167,0.77,B0.5IV,Alp-1,,4176.379929509739
Cru,62434.0,62239,111123.0,4853.0,,Bet Cru,Mimosa,12.795359,-59.688764,85.3971,1.25,B0.5III,Bet,,2008.1678041839857
Cru,59747.0,59565,106490.0,4656.0,,Del Cru,Imai,12.252427,-58.748928,105.8201,2.79,B2IV,Del,,746.7925899308835
Crv,61174.0,60983,109085.0,4775.0,Gl 471.2,8Eta Crv,,12.53451,-16.196007,18.2815,4.3,F2V,Eta,8.0,5.5462571295791046
Crv,60965.0,60776,108767.0,4757.0,,7Del Crv,Algorab,12.497739,-16.515432,26.6312,2.94,B9.5V,Del,7.0,41.19077848677376
Crv,59803.0,59621,106625.0,4662.0,,4Gam Crv,Gienah,12.263437,-17.541929,47.1032,2.58,B8III,Gam,4.0,179.47336268325265
Crv,59316.0,59134,105707.0,4630.0,,2Eps Crv,,12.168746,-22.619766,97.4659,3.02,K2III,Eps,2.0,512.3892386646796
Crv,59199.0,59020,105452.0,4623.0,Gl 455.3,1Alp Crv,Alchiba,12.140225,-24.728875,14.9365,4.02,F0IV/V,Alp,1.0,4.790711300030742
Crv,61359.0,61166,109379.0,4786.0,,9Bet Crv,Kraz,12.573121,-23.396759,44.6628,2.65,G5II,Bet,9.0,151.3561248436207
Com,60742.0,60554,108381.0,4737.0,,15Gam Com,,12.448966,28.268423,51.2821,4.35,K2IIICN+...,Gam,15.0,41.68693834703355
Com,64394.0,64189,114710.0,4983.0,Gl 502,43Bet Com,,13.197904,27.878183,9.1291,4.23,G0V,Bet,43.0,1.4750271017597587
Com,64241.0,64037,114378.0,4968.0,Gl 501A,42Alp Com,Diadem,13.166469,17.529431,17.8253,4.32,F5V,Alp,42.0,5.176068319505676
CVn,61317.0,61124,109358.0,4785.0,Gl 475,8Bet CVn,Chara,12.562411,41.35748,8.4395,4.24,G0V,Bet,8.0,1.2496833972112191
CVn,63125.0,62925,112413.0,4915.0,,12Alp2CVn,Cor Caroli,12.933807,38.31838,35.1989,2.89,A0spe...,Alp-2,12.0,75.37025766884257
Boo,67459.0,67246,120477.0,5200.0,,5Ups Boo,,13.824623,15.797905,80.7754,4.05,K5IIIvar,Ups,5.0,136.26991969948688
Boo,67927.0,67711,121370.0,5235.0,Gl 534,8Eta Boo,Muphrid,13.911411,18.397717,11.396,2.68,G0IV,Eta,8.0,9.585173976856456
Boo,69673.0,69451,124897.0,5340.0,Gl 541,16Alp Boo,Arcturus,14.26103,19.18241,11.2575,-0.05,K2IIIp,Alp,16.0,115.55799554021291
Boo,71053.0,70828,127665.0,5429.0,,25Rho Boo,,14.5305,30.371437,49.0918,3.57,K3III,Rho,25.0,78.34296427662116
Boo,71075.0,70851,127762.0,5435.0,,27Gam Boo,Seginus,14.534636,38.308253,26.6099,3.04,A7IIIvar,Gam,27.0,37.49730022454834
Boo,73555.0,73327,133208.0,5602.0,,42Bet Boo,Nekkar,15.032436,40.390566,69.0608,3.49,G8III,Bet,42.0,166.87835113653907
Boo,74666.0,74438,135722.0,5681.0,,49Del Boo,,15.258376,33.314833,37.3413,3.46,G8III,Del,49.0,50.164905677322295
Boo,72105.0,71879,129988.0,5505.0,,36Eps Boo,Izar,14.749784,27.074222,62.1118,2.35,A0,Eps,36.0,385.8335599053513
Boo,71795.0,71569,129246.0,5477.0,,30Zet Boo,,14.68582,13.7283,53.8793,3.78,A3IVn,Zet,30.0,77.76783344557053
Cir,74824.0,74595,135379.0,5670.0,Gl 580.1,Bet Cir,,15.291917,-58.801208,30.553,4.07,A3V,Bet,,19.14255925021086
Cir,71908.0,71682,128898.0,5463.0,Gl 560A,Alp Cir,,14.708492,-64.975138,16.57,3.18,F1Vp,Alp,,12.78792262935846
Cir,75323.0,75094,136415.0,5704.0,,Gam Cir,,15.389625,-59.320787,137.5516,4.48,B5III + F8,Gam,,265.9500032721518
Aps,72370.0,72144,129078.0,5470.0,,Alp Aps,,14.797701,-79.044751,136.9863,3.83,K5III,Alp,,479.95442493194446
Aps,81065.0,80819,147675.0,6102.0,Gl 626.1,Gam Aps,,16.557609,-78.897148,47.9157,3.86,K0IV SB,Gam,,57.12155216230428
Aps,81852.0,81602,149324.0,6163.0,,Bet Aps,,16.718126,-77.517435,48.1232,4.23,K0III,Bet,,41.00152405066133
Lup,71860.0,71634,129056.0,5469.0,,Alp Lup,,14.698823,-47.3882,142.4501,2.3,B1.5III,Alp,,2124.222477388697
Lup,73273.0,73046,132058.0,5571.0,,Bet Lup,,14.975537,-43.13396,117.3709,2.68,B2III,Bet,,1016.716800466376
Lup,75141.0,74912,136298.0,5695.0,,Del Lup,,15.356201,-40.647518,271.0027,3.22,B1.5IV,Del,,3296.09712177458
Lup,76297.0,76065,138690.0,5776.0,,Gam Lup,,15.585681,-41.166757,129.0323,2.8,B2IV,Gam,,1099.5120668793495
Lup,76552.0,76317,139127.0,5797.0,,Ome Lup,,15.634232,-42.567348,67.0241,4.34,K4.5III,Ome,,71.84557087925968
Lup,74395.0,74167,134505.0,5649.0,GJ 9512A,Zet Lup,,15.20476,-52.099247,35.9712,3.41,G8III,Zet,,48.75284901033863
Lup,77634.0,77398,141556.0,5883.0,,5Chi Lup,,15.849316,-33.627165,59.8444,3.97,B9.5III-IV,Chi,5.0,80.53784411990665
Lup,78384.0,78148,143118.0,5948.0,,Eta Lup,,16.002036,-38.396706,135.5014,3.42,B2.5IV,Eta,,685.488226452662
Lup,78970.0,78730,144415.0,5991.0,,,,16.121168,-36.755676,54.7945,5.72,F0/F2V,,,13.477210138513502
Lup,75177.0,74948,136422.0,5705.0,,Phi1Lup,,15.36344,-36.261376,84.317,3.57,K5III,Phi-1,,231.20647901755964
Lup,70576.0,70353,126354.0,5396.0,,Tau2Lup,,14.436336,-45.379276,97.8474,4.33,A7:+...,Tau-2,,154.59662193866745
Lup,71536.0,71310,128345.0,5453.0,,Rho Lup,,14.631454,-49.425828,96.8992,4.05,B5V,Rho,,196.24563241736897
Lib,73714.0,73486,133216.0,5603.0,,20Sig Lib,Brachium,15.067839,-25.281965,88.4173,3.25,M3/M4III,Sig,20.0,341.3500729493114
Lib,72622.0,72396,130841.0,5531.0,Gl 564.1,9Alp2Lib,Zubenelgenubi,14.847977,-16.041778,23.2396,2.75,A3IV,Alp-2,9.0,37.35940922587999
Lib,74785.0,74556,135742.0,5685.0,,27Bet Lib,Zubeneschamali,15.283449,-9.382917,56.7537,2.61,B8V,Bet,27.0,253.51286304979072
Lib,76333.0,76100,138905.0,5787.0,GJ 3912,38Gam Lib,Zubenelhakrabi,15.592105,-14.789537,50.025,3.91,K0III,Gam,38.0,59.48397740692212
Lib,77853.0,77617,142198.0,5908.0,,46The Lib,,15.897093,-16.729293,51.6529,4.13,K0III,The,46.0,51.76068319505679
TrA,82273.0,82022,150798.0,6217.0,,Alp TrA,Atria,16.811077,-69.027715,119.7605,1.91,K2IIb-IIIa,Alp,,2151.7905703397573
TrA,74946.0,74717,135382.0,5671.0,,Gam TrA,,15.315181,-68.679545,56.3698,2.87,A1V,Gam,,196.7886289706845
TrA,77952.0,77716,141891.0,5897.0,Gl 601A,Bet TrA,,15.919083,-63.430727,12.3778,2.83,F2III,Bet,,9.84464363980378
Ser,77516.0,77280,141513.0,5881.0,,32Mu  Ser,,15.827002,-3.430208,52.0021,3.54,A0V,Mu,32.0,90.36494737223012
Ser,77622.0,77386,141795.0,5892.0,GJ 3921,37Eps Ser,,15.846935,4.47773,21.5983,3.71,A2m,Eps,37.0,13.32907464231338
Ser,77070.0,76835,140573.0,5854.0,Gl 596.2,24Alp Ser,Unukalhai,15.737798,6.425627,22.6757,2.63,K2III,Alp,24.0,39.73745050614631
Ser,76276.0,76044,138917.0,5788.0,,13Del Ser,,15.580041,10.538867,69.9301,3.8,F0IV,Del,13.0,128.58786926343993
Ser,77233.0,76997,141003.0,5867.0,,28Bet Ser,,15.769793,15.421826,47.5511,3.65,A3V,Bet,28.0,68.29674408079636
Ser,77450.0,77214,141477.0,5879.0,,35Kap Ser,Gudja,15.812327,18.141564,117.096,4.09,M1III,Kap,35.0,276.18494420752944
Ser,78072.0,77836,142860.0,5933.0,Gl 603,41Gam Ser,,15.940882,15.661617,11.2537,3.85,F6V,Gam,41.0,3.179801427691526
Nor,80582.0,80339,147971.0,6115.0,,Eps Nor,,16.453067,-47.554786,162.6016,4.46,B4V,Eps,,378.7913037851569
Nor,78639.0,78400,143546.0,5962.0,,Eta Nor,,16.053579,-49.229695,67.2948,4.65,G8III,Eta,,54.450265284242114
Nor,79509.0,79270,145397.0,6024.0,,Kap Nor,,16.224648,-54.630467,131.2336,4.95,G4III,Kap,,157.03628043335516
Nor,80000.0,79759,146686.0,6072.0,GJ 9554,Gam2Nor,,16.330687,-50.155508,39.4789,4.01,G8III,Gam-2,,33.7909187437723
CrB,76127.0,75895,138749.0,5778.0,,4The CrB,,15.548829,31.359133,115.0748,4.14,B6Vnn,The,4.0,254.6830252585042
CrB,75695.0,75466,137909.0,5747.0,,3Bet CrB,Nusakan,15.463818,29.105703,34.2818,3.66,F0p,Bet,3.0,35.15604405282981
CrB,76267.0,76035,139006.0,5793.0,,5Alp CrB,Alphecca,15.578128,26.714693,23.0097,2.22,A0V,Alp,5.0,59.70352865838366
CrB,76952.0,76716,140436.0,5849.0,,8Gam CrB,,15.712381,26.295637,44.7828,3.81,A1Vs,Gam,8.0,52.28775553134414
CrB,77512.0,77276,141714.0,5889.0,,10Del CrB,,15.82657,26.068394,52.1376,4.59,G5III-IV,Del,10.0,34.54617749058202
CrB,78159.0,77923,143107.0,5947.0,,13Eps CrB,,15.959794,26.87788,67.8887,4.14,K3III,Eps,13.0,88.63392873279338
CrB,78493.0,78256,143807.0,5971.0,,14Iot CrB,,16.024047,29.851061,95.6023,4.98,A0p...,Iot,14.0,81.0587682464737
Sco,85927.0,85665,158926.0,6527.0,,35Lam Sco,Shaula,17.560145,-37.103821,175.1313,1.62,B1.5IV+...,Lam,35.0,6008.9695048348585
Sco,86670.0,86403,160578.0,6580.0,,Kap Sco,,17.708132,-39.029983,148.1481,2.39,B1.5III,Kap,,2114.462561652589
Sco,87073.0,86804,161471.0,6615.0,,Iot1Sco,,17.793078,-40.126997,591.716,2.99,F3Ia,Iot-1,,19426.743230314907
Sco,86228.0,85965,159532.0,6553.0,,The Sco,Sargas,17.62198,-42.997824,92.081,1.86,F1II,The,,1331.6803762699813
Sco,84143.0,83885,155203.0,6380.0,Gl 657,Eta Sco,,17.202552,-43.239189,22.5276,3.32,F3p,Eta,,20.77782097504266
Sco,82671.0,82419,152236.0,6262.0,,Zet1Sco,,16.899924,-42.362025,787.4016,4.7,B1Iae,Zet-1,,7118.6886726228095
Sco,82514.0,82263,151890.0,6247.0,,Mu 1Sco,Xamidimura,16.864509,-38.04738,153.6098,3.0,B1.5IV + B,Mu-1,,1296.5820353826284
Sco,82396.0,82144,151680.0,6241.0,,26Eps Sco,Larawag,16.83608,-34.293232,19.5351,2.29,K2IIIb,Eps,26.0,40.3273792976113
Sco,81266.0,81020,149438.0,6165.0,,23Tau Sco,Paikauhale,16.598043,-28.216016,145.3488,2.82,B0V,Tau,23.0,1370.2505971242451
Sco,80763.0,80519,148478.0,6134.0,,21Alp Sco,Antares,16.490128,-26.432002,169.7793,1.06,M1Ib + B2.5V,Alp,21.0,9453.660459579653
Sco,78820.0,78580,144217.0,5984.0,,8Bet1Sco,Acrab,16.09062,-19.805453,123.9157,2.56,B0.5V,Bet-1,8.0,1265.9017493002452
Sco,78401.0,78165,143275.0,5953.0,,7Del Sco,Dschubba,16.005557,-22.62171,150.6024,2.29,B0.2IV,Del,7.0,2396.624529408638
Sco,78265.0,78029,143018.0,5944.0,,6Pi  Sco,Fang,15.980865,-26.114105,179.5332,2.89,B1V + B2V,Pi,6.0,1960.6496672266007
Her,84380.0,84122,156283.0,6418.0,,67Pi  Her,,17.250788,36.809162,115.4734,3.16,K3IIvar,Pi,67.0,632.1206820052686
Her,83207.0,82952,153808.0,6324.0,,58Eps Her,,17.004827,30.926405,47.5285,3.92,A0V,Eps,58.0,53.21082592667942
Her,81693.0,81444,150680.0,6212.0,Gl 635A,40Zet Her,,16.688113,31.602726,10.7158,2.81,F9IV,Zet,40.0,7.516228940182053
Her,81833.0,81583,150997.0,6220.0,,44Eta Her,,16.714933,38.922254,33.3111,3.48,G8III-IV,Eta,44.0,39.192232245497664
Her,86414.0,86148,160762.0,6588.0,,85Iot Her,,17.657747,46.006332,139.47,3.82,B3V SB,Iot,85.0,502.1113054699537
